movieId,title,genres,release_year
317,"Santa Clause, The","comedy, drama, fantasy",1994
318,"Shawshank Redemption, The","crime, drama",1994
319,Shallow Grave,"comedy, drama, thriller",1994
320,Suture,"film-noir, thriller",1993
321,Strawberry and Chocolate (Fresa y chocolate),drama,1993
322,Swimming with Sharks,"comedy, drama",1995
324,"Sum of Us, The","comedy, drama",1994
325,National Lampoon's Senior Trip,comedy,1995
326,To Live (Huozhe),drama,1994
327,Tank Girl,"action, comedy, sci-fi",1995
328,Tales from the Crypt Presents: Demon Knight,"horror, thriller",1995
329,Star Trek: Generations,"adventure, drama, sci-fi",1994
330,Tales from the Hood,"action, crime, horror",1995
331,Tom & Viv,drama,1994
332,Village of the Damned,"horror, sci-fi",1995
333,Tommy Boy,comedy,1995
334,Vanya on 42nd Street,drama,1994
335,Underneath,"mystery, thriller",1995
336,"Walking Dead, The","drama, war",1995
337,What's Eating Gilbert Grape,drama,1993
338,Virtuosity,"action, sci-fi, thriller",1995
339,While You Were Sleeping,"comedy, romance",1995
340,"War, The","adventure, drama, war",1994
341,Double Happiness,drama,1994
342,Muriel's Wedding,comedy,1994
343,"Baby-Sitters Club, The",children,1995
344,Ace Ventura: Pet Detective,comedy,1994
345,"Adventures of Priscilla, Queen of the Desert, The","comedy, drama",1994
346,Backbeat,"drama, musical",1993
347,Bitter Moon,"drama, film-noir, romance",1992
348,Bullets Over Broadway,comedy,1994
349,Clear and Present Danger,"action, crime, drama, thriller",1994
350,"Client, The","drama, mystery, thriller",1994
351,"Corrina, Corrina","comedy, drama, romance",1994
352,Crooklyn,"comedy, drama",1994
353,"Crow, The","action, crime, fantasy, thriller",1994
354,Cobb,drama,1994
355,"Flintstones, The","children, comedy, fantasy",1994
356,Forrest Gump,"comedy, drama, romance, war",1994
357,Four Weddings and a Funeral,"comedy, romance",1994
358,Higher Learning,drama,1995
359,I Like It Like That,"comedy, drama, romance",1994
360,I Love Trouble,"action, comedy",1994
361,It Could Happen to You,"comedy, drama, romance",1994
362,"Jungle Book, The","adventure, children, romance",1994
363,"Wonderful, Horrible Life of Leni Riefenstahl, The (Macht der Bilder: Leni Riefenstahl, Die)",documentary,1993
364,"Lion King, The","adventure, animation, children, drama, musical, imax",1994
365,Little Buddha,drama,1993
366,"Wes Craven's New Nightmare (Nightmare on Elm Street Part 7: Freddy's Finale, A)","drama, horror, mystery, thriller",1994
367,"Mask, The","action, comedy, crime, fantasy",1994
368,Maverick,"adventure, comedy, western",1994
369,Mrs. Parker and the Vicious Circle,drama,1994
370,Naked Gun 33 1/3: The Final Insult,"action, comedy",1994
371,"Paper, The","comedy, drama",1994
372,Reality Bites,"comedy, drama, romance",1994
373,Red Rock West,thriller,1992
374,Richie Rich,"children, comedy",1994
376,"River Wild, The","action, thriller",1994
377,Speed,"action, romance, thriller",1994
378,Speechless,"comedy, romance",1994
379,Timecop,"action, sci-fi, thriller",1994
380,True Lies,"action, adventure, comedy, romance, thriller",1994
381,When a Man Loves a Woman,"drama, romance",1994
382,Wolf,"drama, horror, romance, thriller",1994
383,Wyatt Earp,western,1994
384,Bad Company,"action, crime, drama",1995
385,"Man of No Importance, A",drama,1994
386,S.F.W.,drama,1994
387,"Low Down Dirty Shame, A","action, comedy",1994
388,Boys Life,drama,1995
389,"Colonel Chabert, Le","drama, romance, war",1994
390,Faster Pussycat! Kill! Kill!,"action, crime, drama",1965
391,Jason's Lyric,"crime, drama",1994
393,Street Fighter,"action, adventure, fantasy",1994
405,Highlander III: The Sorcerer (a.k.a. Highlander: The Final Dimension),"action, fantasy",1994
406,Federal Hill,drama,1994
407,In the Mouth of Madness,"horror, thriller",1995
408,8 Seconds,drama,1994
409,Above the Rim,"crime, drama",1994
410,Addams Family Values,"children, comedy, fantasy",1993
412,"Age of Innocence, The",drama,1993
413,Airheads,comedy,1994
414,"Air Up There, The",comedy,1994
415,Another Stakeout,"comedy, thriller",1993
416,Bad Girls,western,1994
417,Barcelona,"comedy, romance",1994
418,Being Human,drama,1993
419,"Beverly Hillbillies, The",comedy,1993
420,Beverly Hills Cop III,"action, comedy, crime, thriller",1994
421,Black Beauty,"adventure, children, drama",1994
422,Blink,thriller,1994
423,Blown Away,"action, thriller",1994
424,Blue Chips,drama,1994
425,Blue Sky,"drama, romance",1994
426,Body Snatchers,"horror, sci-fi, thriller",1993
427,Boxing Helena,"drama, mystery, romance, thriller",1993
428,"Bronx Tale, A",drama,1993
429,Cabin Boy,comedy,1994
430,Calendar Girl,"comedy, drama",1993
431,Carlito's Way,"crime, drama",1993
432,City Slickers II: The Legend of Curly's Gold,"adventure, comedy, western",1994
433,Clean Slate,comedy,1994
434,Cliffhanger,"action, adventure, thriller",1993
435,Coneheads,"comedy, sci-fi",1993
436,Color of Night,"drama, thriller",1994
437,Cops and Robbersons,comedy,1994
438,"Cowboy Way, The","action, comedy, drama",1994
440,Dave,"comedy, romance",1993
441,Dazed and Confused,comedy,1993
442,Demolition Man,"action, adventure, sci-fi",1993
444,Even Cowgirls Get the Blues,"comedy, romance",1993
445,Fatal Instinct,comedy,1993
446,Farewell My Concubine (Ba wang bie ji),"drama, romance",1993
448,Fearless,drama,1993
449,Fear of a Black Hat,comedy,1994
450,With Honors,"comedy, drama",1994
451,Flesh and Bone,"drama, mystery, romance",1993
452,Widows' Peak,drama,1994
453,For Love or Money,"comedy, romance",1993
454,"Firm, The","drama, thriller",1993
455,Free Willy,"adventure, children, drama",1993
456,Fresh,"crime, drama, thriller",1994
457,"Fugitive, The",thriller,1993
458,Geronimo: An American Legend,"drama, western",1993
459,"Getaway, The","action, adventure, crime, drama, romance, thriller",1994
460,Getting Even with Dad,comedy,1994
461,Go Fish,"drama, romance",1994
464,Hard Target,"action, adventure, crime, thriller",1993
466,Hot Shots! Part Deux,"action, comedy, war",1993
467,Live Nude Girls,comedy,1995
468,"Englishman Who Went Up a Hill But Came Down a Mountain, The","comedy, romance",1995
469,"House of the Spirits, The","drama, romance",1993
470,House Party 3,comedy,1994
471,"Hudsucker Proxy, The",comedy,1994
472,I'll Do Anything,"comedy, drama",1994
473,In the Army Now,"comedy, war",1994
474,In the Line of Fire,"action, thriller",1993
475,In the Name of the Father,drama,1993
476,"Inkwell, The","comedy, drama",1994
477,What's Love Got to Do with It?,"drama, musical",1993
478,Jimmy Hollywood,"comedy, crime, drama",1994
479,Judgment Night,"action, crime, thriller",1993
480,Jurassic Park,"action, adventure, sci-fi, thriller",1993
481,Kalifornia,"drama, thriller",1993
482,Killing Zoe,"crime, drama, thriller",1994
484,Lassie,"adventure, children",1994
485,Last Action Hero,"action, adventure, comedy, fantasy",1993
486,Life with Mikey,comedy,1993
487,Lightning Jack,"comedy, western",1994
488,M. Butterfly,"drama, romance",1993
489,Made in America,comedy,1993
490,Malice,thriller,1993
491,"Man Without a Face, The",drama,1993
492,Manhattan Murder Mystery,"comedy, mystery",1993
493,Menace II Society,"action, crime, drama",1993
494,Executive Decision,"action, adventure, thriller",1996
495,In the Realm of the Senses (Ai no corrida),drama,1976
496,What Happened Was...,"comedy, drama, romance, thriller",1994
497,Much Ado About Nothing,"comedy, romance",1993
499,Mr. Wonderful,"comedy, romance",1993
500,Mrs. Doubtfire,"comedy, drama",1993
501,Naked,drama,1993
502,"Next Karate Kid, The","action, children, romance",1994
504,No Escape,"action, drama, sci-fi",1994
505,North,comedy,1994
506,Orlando,"drama, fantasy, romance",1992
507,"Perfect World, A","crime, drama, thriller",1993
508,Philadelphia,drama,1993
509,"Piano, The","drama, romance",1993
510,Poetic Justice,drama,1993
511,"Program, The","action, drama",1993
512,"Puppet Masters, The","horror, sci-fi",1994
513,Radioland Murders,"comedy, mystery, romance",1994
514,"Ref, The",comedy,1994
515,"Remains of the Day, The","drama, romance",1993
516,Renaissance Man,"comedy, drama",1994
517,Rising Sun,"action, drama, mystery",1993
518,"Road to Wellville, The",comedy,1994
519,RoboCop 3,"action, crime, drama, sci-fi, thriller",1993
520,Robin Hood: Men in Tights,comedy,1993
521,Romeo Is Bleeding,"crime, thriller",1993
522,Romper Stomper,"action, drama",1992
523,Ruby in Paradise,drama,1993
524,Rudy,drama,1993
526,"Savage Nights (Nuits fauves, Les)",drama,1992
527,Schindler's List,"drama, war",1993
528,"Scout, The","comedy, drama",1994
529,Searching for Bobby Fischer,drama,1993
531,"Secret Garden, The","children, drama",1993
532,Serial Mom,"comedy, crime, horror",1994
533,"Shadow, The","action, adventure, fantasy, mystery",1994
534,Shadowlands,"drama, romance",1993
535,Short Cuts,drama,1993
536,"Simple Twist of Fate, A",drama,1994
537,Sirens,drama,1994
538,Six Degrees of Separation,drama,1993
539,Sleepless in Seattle,"comedy, drama, romance",1993
540,Sliver,thriller,1993
541,Blade Runner,"action, sci-fi, thriller",1982
542,Son in Law,"comedy, drama, romance",1993
543,So I Married an Axe Murderer,"comedy, romance, thriller",1993
544,Striking Distance,"action, crime",1993
546,Super Mario Bros.,"action, adventure, children, comedy, fantasy, sci-fi",1993
547,Surviving the Game,"action, adventure, thriller",1994
548,Terminal Velocity,"action, mystery, thriller",1994
549,Thirty-Two Short Films About Glenn Gould,"drama, musical",1993
550,Threesome,"comedy, romance",1994
551,"Nightmare Before Christmas, The","animation, children, fantasy, musical",1993
552,"Three Musketeers, The","action, adventure, comedy, romance",1993
553,Tombstone,"action, drama, western",1993
555,True Romance,"crime, thriller",1993
556,"War Room, The",documentary,1993
558,"Pagemaster, The","action, adventure, animation, children, fantasy",1994
562,Welcome to the Dollhouse,"comedy, drama",1995
563,Germinal,"drama, romance",1993
564,Chasers,comedy,1994
567,Kika,"comedy, drama",1993
568,Bhaji on the Beach,"comedy, drama",1993
569,Little Big League,"comedy, drama",1994
573,"Ciao, Professore! (Io speriamo che me la cavo)",drama,1992
574,Spanking the Monkey,"comedy, drama",1994
575,"Little Rascals, The","children, comedy",1994
577,Andre,"adventure, children, drama",1994
579,"Escort, The (Scorta, La)","crime, thriller",1993
580,Princess Caraboo,drama,1994
581,"Celluloid Closet, The",documentary,1995
583,Dear Diary (Caro Diario),"comedy, drama",1994
585,"Brady Bunch Movie, The",comedy,1995
586,Home Alone,"children, comedy",1990
587,Ghost,"comedy, drama, fantasy, romance, thriller",1990
588,Aladdin,"adventure, animation, children, comedy, musical",1992
589,Terminator 2: Judgment Day,"action, sci-fi",1991
590,Dances with Wolves,"adventure, drama, western",1990
592,Batman,"action, crime, thriller",1989
593,"Silence of the Lambs, The","crime, horror, thriller",1991
594,Snow White and the Seven Dwarfs,"animation, children, drama, fantasy, musical",1937
595,Beauty and the Beast,"animation, children, fantasy, musical, romance, imax",1991
596,Pinocchio,"animation, children, fantasy, musical",1940
597,Pretty Woman,"comedy, romance",1990
599,"Wild Bunch, The","adventure, western",1969
600,Love and a .45,"action, comedy, crime",1994
602,"Great Day in Harlem, A",documentary,1994
605,One Fine Day,"drama, romance",1996
606,Candyman: Farewell to the Flesh,"fantasy, horror",1995
608,Fargo,"comedy, crime, drama, thriller",1996
609,Homeward Bound II: Lost in San Francisco,"adventure, children",1996
610,Heavy Metal,"action, adventure, animation, horror, sci-fi",1981
611,Hellraiser: Bloodline,"action, horror, sci-fi",1996
612,"Pallbearer, The",comedy,1996
613,Jane Eyre,"drama, romance",1996
615,Bread and Chocolate (Pane e cioccolata),"comedy, drama",1973
616,"Aristocats, The","animation, children",1970
617,"Flower of My Secret, The (La flor de mi secreto)","comedy, drama",1995
618,Two Much,"comedy, romance",1995
619,Ed,comedy,1996
626,"Thin Line Between Love and Hate, A",comedy,1996
627,"Last Supper, The","drama, thriller",1995
628,Primal Fear,"crime, drama, mystery, thriller",1996
631,All Dogs Go to Heaven 2,"adventure, animation, children, fantasy, musical, romance",1996
632,Land and Freedom (Tierra y libertad),"drama, war",1995
633,Denise Calls Up,comedy,1995
634,Theodore Rex,comedy,1995
635,"Family Thing, A","comedy, drama",1996
636,Frisk,drama,1995
637,Sgt. Bilko,comedy,1996
638,Jack and Sarah,romance,1995
639,Girl 6,"comedy, drama",1996
640,Diabolique,"drama, thriller",1996
645,Nelly & Monsieur Arnaud,drama,1995
647,Courage Under Fire,"action, crime, drama, war",1996
648,Mission: Impossible,"action, adventure, mystery, thriller",1996
649,Cold Fever (Á köldum klaka),"comedy, drama",1995
650,Moll Flanders,drama,1996
653,Dragonheart,"action, adventure, fantasy",1996
656,Eddie,comedy,1996
661,James and the Giant Peach,"adventure, animation, children, fantasy, musical",1996
662,Fear,thriller,1996
663,Kids in the Hall: Brain Candy,comedy,1996
665,Underground,"comedy, drama, war",1995
667,Bloodsport 2 (a.k.a. Bloodsport II: The Next Kumite),action,1996
668,Song of the Little Road (Pather Panchali),drama,1955
670,"World of Apu, The (Apur Sansar)",drama,1959
671,Mystery Science Theater 3000: The Movie,"comedy, sci-fi",1996
673,Space Jam,"adventure, animation, children, comedy, fantasy, sci-fi",1996
674,Barbarella,"adventure, comedy, sci-fi",1968
678,Some Folks Call It a Sling Blade,"drama, thriller",1993
679,"Run of the Country, The",drama,1995
680,"Alphaville (Alphaville, une étrange aventure de Lemmy Caution)","drama, mystery, romance, sci-fi, thriller",1965
685,It's My Party,drama,1996
688,Operation Dumbo Drop,"action, adventure, comedy, war",1995
691,Mrs. Winterbourne,"comedy, romance",1996
692,Solo,"action, sci-fi, thriller",1996
694,"Substitute, The","action, crime, drama",1996
695,True Crime,"mystery, thriller",1996
697,Feeling Minnesota,"drama, romance",1996
698,Delta of Venus,drama,1995
700,Angus,comedy,1995
703,Boys,drama,1996
704,"Quest, The","action, adventure",1996
706,Sunset Park,drama,1996
707,Mulholland Falls,"crime, drama, thriller",1996
708,"Truth About Cats & Dogs, The","comedy, romance",1996
709,Oliver & Company,"adventure, animation, children, comedy, musical",1988
710,Celtic Pride,comedy,1996
711,Flipper,"adventure, children",1996
714,Dead Man,"drama, mystery, western",1995
715,"Horseman on the Roof, The (Hussard sur le toit, Le)","drama, romance",1995
718,"Visitors, The (Visiteurs, Les)","comedy, fantasy, sci-fi",1993
719,Multiplicity,comedy,1996
720,Wallace & Gromit: The Best of Aardman Animation,"adventure, animation, comedy",1996
722,"Haunted World of Edward D. Wood Jr., The",documentary,1996
724,"Craft, The","drama, fantasy, horror, thriller",1996
725,"Great White Hype, The",comedy,1996
726,Last Dance,drama,1996
728,Cold Comfort Farm,comedy,1995
731,Heaven's Prisoners,"crime, thriller",1996
733,"Rock, The","action, adventure, thriller",1996
735,Cemetery Man (Dellamorte Dellamore),horror,1994
736,Twister,"action, adventure, romance, thriller",1996
737,Barb Wire,"action, sci-fi",1996
741,Ghost in the Shell (Kôkaku kidôtai),"animation, sci-fi",1995
742,Thinner,"horror, thriller",1996
743,Spy Hard,comedy,1996
745,Wallace & Gromit: A Close Shave,"animation, children, comedy",1995
747,"Stupids, The",comedy,1996
748,"Arrival, The","action, sci-fi, thriller",1996
750,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,"comedy, war",1964
757,Ashes of Time (Dung che sai duk),drama,1994
759,Maya Lin: A Strong Clear Vision,documentary,1994
760,Stalingrad,"drama, war",1993
761,"Phantom, The","action, adventure",1996
762,Striptease,"comedy, crime",1996
764,Heavy,"drama, romance",1995
765,Jack,"comedy, drama",1996
766,I Shot Andy Warhol,drama,1996
773,Touki Bouki,drama,1973
775,Spirits of the Dead,"horror, mystery",1968
778,Trainspotting,"comedy, crime, drama",1996
779,'Til There Was You,"drama, romance",1997
